City,Ideal_duration,Hotel_Name,Hotel_Price,Hotel_Rating,City_desc
patna,,The Park Pride,2837,4.2,
kumarakom,,Renai Green Fields,2849,3.8,
bhubaneswar,01-Feb,Treebo Trend Oasis,2854,4.2,"[' Bhubaneswar, the temple city of India, once known for its architecture and grand temples, is presently a thriving centre for commerce and business.Bhubaneshwar is an ancient city replete with beautiful historic temples which attract pilgrims and tourists from all over the country. The name of the city literally means Lord of the Universe, rightly reflected in the number of temples here and the religious fervor of its locals. This is now a bustling city where the history is beautifully intertwined with its modern and progressive present. Bhubaneshwar being the centre for religious tourism has a number of majestic temples built centuries ago which have still retained their original over all these years. Among them the Lingaraj temple and the Parasurameswara temple are must-visits and attract tourists for all parts of the country.']"
kolkata,02-Apr,"BhubanBari historic house airy twin room w 2 baths, kitchen, garden terrace",2856,5,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']"
kumarakom,,Kumarakom Wood Castle,2861,4.4,
meerut,,3rd Milestone,2870,4.4,
nashik,02-Mar,ibis Nashik,2872,4.4,"[' Nasik is a religious Hindu city, host to the Kumbh Mela every 12 years. It also makes for a perfect wine tasting destination.Nashik (Nasik), named after a relic associated with Ramayana, is a city in Maharashtra located on the banks of river Godavari. Nashik plays host to the famous Kumbh Mela every 12 years. The city is home to plenty of exotic temples and is known in Hindu mythology as the place where Ravana's sister, Surpanakha, tried to seduce Lord Ram and got her nose cut off by Lakshman in the process. Its religious importance doesn't end there. It also plays host to the thousands of tourists visiting Shirdi and Trimbakeshwar. Apart from its temples, Nashik also has forts, waterfalls and vineyards to look out for. With multiple vineyards present in Nashik, the most popular being Sula, the wine-tourism industry is mushrooming in this part of Maharashtra. Nashik gives you the chance to experience a fabulous cocktail of extremes - from temples to vineyards, hills to waterfalls, this place offers a lot to see.""]"
coimbatore,01-Feb,Holiday Residency,2874,4.4,"["" Often termed as 'Manchester of South India', Coimbatore, the second-largest city in Tamil Nadu, photographically situated on the banks of River Noyyal. Coimbatore, also known as Kovai, is a welcoming area with the backdrop of hustle-bustle and charm of activity and industry. From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience. Coimbatore is home to a massive 112 feet tall statue of Lord Shiva, known as the Adiyogi Shiva Statue. Featured in the Guinness Book of World Records, this architectural masterpiece is a very popular tourist spot in Coimbatore and stands as a symbol of self-transformation and inner peace. "", '', ' Camping and trekking are very popular things to do in Coimbatore, so if you’re looking for a thrill, don’t forget to check out the most exciting trekking trails that the city has to offer, such as the Dhoni Hills, the Vellari Mala, the Perumal Peak, and the Thalaiyar Falls trek. The official name of Coimbatore has been changed to Koyampuththoor. It was done to change the name of the city closer its original name in Tamil.']"
vadodara,,Effotel By Sayaji Vadodara,2874,4.4,
kolkata,02-Apr,Aster Guest House Kolkata,2885,4,"["" Kolkata, India's second biggest city, is a perpetually ongoing festival of human existence, concurrently luxurious and squalid, refined and frantic, pointedly futuristic, while beautifully in decay. A vibrant 350-year-old metropolis located on India's Eastern Coast, the capital of West Bengal thrives on contradictions and imposing spectacles; nothing is commonplace in this city. Famously known as the City of Joy, Kolkata is, in every sense, the artistic, cultural and intellectual capital of the country. Kolkata's streets are vivid, hectic, chaotic, and yet, brimming with life and creativity. Driven by the indomitable spirit of the self-made middle class, the city has created a beautiful juxtaposition of the old colonial-era charm with the nascent upcoming hipster culture that thrives amongst the city's millennial residents."", '', ' Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience. As the famous quote goes, ""If you want a city with a soul, come to Calcutta"".Formerly the capital of the British empire before the government was shifted to Delhi, Kolkata has a distinct tinge of its royal past lingering in every nook and cranny of the city. If you want to soak in some of the city\'s regal past, take a walk along the streets of North Kolkata, which houses some of the oldest mansions in the city, swathed with vines and a persistent sense of aristocratic pride. Kolkata is home to Rabindranath Tagore\'s ancestral house, which has now been converted into a museum and houses a staggering collection of family portraits and paintings. There are plenty of ghats all over the city where you can sit and enjoy a sunset while sipping on tea, one of the most noted of these being the Prinsep Ghat, which offers stunning views of the Vidyasagar Setu in the backdrop. Close by is Millennium Park, which is a beautified waterfront park from where you can avail boat rides and cruises.Kolkata has a very lively nightlife, and the entire stretch along Park Street houses innumerable bars and pubs where you can party the night away. Kolkata\'s street food is famous all across the country, and the city is lined with eateries and food stalls at every corner, where you can savour local Bengali food, or try out local snacks such as Jhalmuri, or Ghugni Chaat.']"
